User,Copilot user,Date,Repository,Insertions,Deletions,Total lines,Files changed,Unit size (DMM),Complexity (DMM),Interface (DMM),Commits,Commit hash,Copilot period,Merge commit,Default branch,Org,Diff lines
User 25,True,2024-05-08,Repo 155,8,2,10,1,,,,1,Commit 4928,after,False,True,navikt,6
User 25,True,2024-05-08,Repo 155,78,35,113,2,0.0,1.0,1.0,1,Commit 4929,after,False,True,navikt,43
User 25,True,2024-05-08,Repo 155,1,1,2,1,,,,1,Commit 4930,after,False,True,navikt,0
User 25,True,2024-05-08,Repo 155,4,2,6,1,0.5,0.0,1.0,1,Commit 4931,after,False,True,navikt,2
User 25,True,2024-05-08,Repo 155,20,17,37,1,,,,1,Commit 4932,after,False,True,navikt,3
User 25,True,2024-05-08,Repo 155,0,2,2,1,,,,1,Commit 4933,after,False,True,navikt,-2
User 25,True,2024-05-13,Repo 155,14,4,18,1,1.0,0.0769230769230769,1.0,1,Commit 4934,after,False,True,navikt,10
User 25,True,2024-05-14,Repo 155,132,46,178,7,0.0,0.9047619047619048,1.0,1,Commit 4935,after,False,True,navikt,86
User 25,True,2024-05-15,Repo 155,198,67,265,11,0.8823529411764706,0.5294117647058824,1.0,1,Commit 4936,after,False,True,navikt,131
User 25,True,2024-05-15,Repo 155,131,10,141,7,0.6857142857142857,1.0,1.0,1,Commit 4937,after,False,True,navikt,121
User 26,True,2024-05-22,Repo 155,7,2,9,1,,,,1,Commit 4938,after,False,True,navikt,5
User 25,True,2024-05-22,Repo 155,54,13,67,5,0.1875,0.0,1.0,1,Commit 4939,after,False,True,navikt,41
User 25,True,2024-05-22,Repo 155,19,9,28,2,1.0,1.0,1.0,1,Commit 4940,after,False,True,navikt,10
User 25,True,2024-05-22,Repo 155,10,4,14,1,,,,1,Commit 4941,after,False,True,navikt,6
User 25,True,2024-05-23,Repo 155,23,35,58,11,0.7619047619047619,0.0,0.0,1,Commit 4942,after,False,True,navikt,-12
User 25,True,2024-05-24,Repo 155,1,5,6,1,,,,1,Commit 4943,after,False,True,navikt,-4
User 25,True,2024-05-24,Repo 155,1,1,2,1,,,,1,Commit 4944,after,False,True,navikt,0
User 25,True,2024-05-24,Repo 155,2,7,9,1,,,,1,Commit 4945,after,False,True,navikt,-5
User 25,True,2024-05-24,Repo 155,24,9,33,2,1.0,1.0,1.0,1,Commit 4946,after,False,True,navikt,15
User 25,True,2024-05-27,Repo 155,5,1,6,1,,,,1,Commit 4947,after,False,True,navikt,4
User 26,True,2024-05-31,Repo 155,54,0,54,1,,,,1,Commit 4948,after,False,True,navikt,54
User 26,True,2024-06-04,Repo 155,75,73,148,17,,,,1,Commit 4949,after,False,True,navikt,2
User 25,True,2024-06-04,Repo 155,10,6,16,4,1.0,0.0,0.0,1,Commit 4950,after,False,True,navikt,4
User 26,True,2024-06-05,Repo 155,99,71,170,6,,,,1,Commit 4951,after,False,True,navikt,28
User 25,True,2024-06-11,Repo 155,16,2,18,1,0.7058823529411765,0.0,1.0,1,Commit 4952,after,False,True,navikt,14
User 25,True,2024-06-17,Repo 155,43,8,51,2,0.7142857142857143,0.7142857142857143,1.0,1,Commit 4953,after,False,True,navikt,35
User 25,True,2024-06-17,Repo 155,94,5,99,3,0.5882352941176471,1.0,1.0,1,Commit 4954,after,False,True,navikt,89
User 25,True,2024-06-17,Repo 155,87,1,88,3,0.2333333333333333,0.3,1.0,1,Commit 4955,after,False,True,navikt,86
User 25,True,2024-06-17,Repo 155,41,0,41,1,0.8709677419354839,0.8709677419354839,0.8709677419354839,1,Commit 4956,after,False,True,navikt,41
User 25,True,2024-06-18,Repo 155,77,20,97,3,0.1923076923076923,1.0,1.0,1,Commit 4957,after,False,True,navikt,57
User 25,True,2024-06-18,Repo 155,58,42,100,3,0.9166666666666666,0.0,0.0,1,Commit 4958,after,False,True,navikt,16
User 25,True,2024-06-19,Repo 155,59,34,93,8,,,,1,Commit 4959,after,False,True,navikt,25
User 25,True,2024-06-19,Repo 155,28,35,63,6,,,,1,Commit 4960,after,False,True,navikt,-7
User 25,True,2024-06-19,Repo 155,19,28,47,6,0.8,0.0,0.0,1,Commit 4961,after,False,True,navikt,-9
User 25,True,2024-06-20,Repo 155,91,0,91,6,0.3278688524590163,0.7377049180327869,1.0,1,Commit 4962,after,False,True,navikt,91
User 25,True,2024-06-20,Repo 155,45,41,86,5,,,,1,Commit 4963,after,False,True,navikt,4
User 25,True,2024-06-20,Repo 155,85,1,86,3,1.0,1.0,1.0,1,Commit 4964,after,False,True,navikt,84
User 25,True,2024-06-24,Repo 155,129,2,131,7,0.58,1.0,1.0,1,Commit 4965,after,False,True,navikt,127
User 25,True,2024-06-24,Repo 155,54,39,93,5,1.0,1.0,1.0,1,Commit 4966,after,False,True,navikt,15
User 25,True,2024-06-24,Repo 155,37,3,40,2,0.0,1.0,1.0,1,Commit 4967,after,False,True,navikt,34
User 25,True,2024-06-24,Repo 155,3,1,4,1,0.0,1.0,1.0,1,Commit 4968,after,False,True,navikt,2
User 25,True,2024-06-25,Repo 155,23,5,28,2,,,,1,Commit 4969,after,False,True,navikt,18
User 25,True,2024-06-25,Repo 155,16,23,39,1,0.0,0.0,0.0,1,Commit 4970,after,False,True,navikt,-7
User 25,True,2024-06-25,Repo 155,26,17,43,5,0.9772727272727272,0.0454545454545454,0.0,1,Commit 4971,after,False,True,navikt,9
User 25,True,2024-06-25,Repo 155,19,1,20,2,1.0,1.0,1.0,1,Commit 4972,after,False,True,navikt,18
User 25,True,2024-06-25,Repo 155,47,1,48,3,0.0,1.0,1.0,1,Commit 4973,after,False,True,navikt,46
User 25,True,2024-06-25,Repo 155,42,22,64,1,1.0,0.0,0.6666666666666666,1,Commit 4974,after,False,True,navikt,20
User 25,True,2024-06-25,Repo 155,14,4,18,2,0.9,1.0,1.0,1,Commit 4975,after,False,True,navikt,10
User 25,True,2024-06-27,Repo 155,22,11,33,5,0.1818181818181818,0.0,0.0,1,Commit 4976,after,False,True,navikt,11
User 25,True,2024-06-27,Repo 155,92,25,117,3,0.2222222222222222,1.0,1.0,1,Commit 4977,after,False,True,navikt,67
User 25,True,2024-06-27,Repo 155,4,5,9,3,1.0,0.0,0.0,1,Commit 4978,after,False,True,navikt,-1
User 25,True,2024-06-27,Repo 155,1,1,2,1,,,,1,Commit 4979,after,False,True,navikt,0
User 26,True,2024-07-08,Repo 155,804,5203,6007,307,1.0,1.0,1.0,1,Commit 4980,after,False,True,navikt,-4399
User 26,True,2024-07-08,Repo 155,9,2,11,1,,,,1,Commit 4981,after,False,True,navikt,7
User 26,True,2024-07-11,Repo 155,58,19,77,2,1.0,1.0,1.0,1,Commit 4982,after,False,True,navikt,39
User 26,True,2024-07-11,Repo 155,53,14,67,2,0.0,1.0,1.0,1,Commit 4983,after,False,True,navikt,39
User 26,True,2024-07-11,Repo 155,7,2,9,1,0.0,1.0,1.0,1,Commit 4984,after,False,True,navikt,5
User 26,True,2024-07-31,Repo 155,558,558,1116,99,,,,1,Commit 4985,after,False,True,navikt,0
User 26,True,2024-07-31,Repo 155,253,266,519,70,,,,1,Commit 4986,after,False,True,navikt,-13
User 25,True,2024-08-14,Repo 155,57,0,57,2,0.0,1.0,1.0,1,Commit 4987,after,False,True,navikt,57
User 25,True,2024-08-14,Repo 155,17,1,18,7,0.0,1.0,1.0,1,Commit 4988,after,False,True,navikt,16
User 25,True,2024-08-14,Repo 155,126,45,171,7,0.0975609756097561,1.0,1.0,1,Commit 4989,after,False,True,navikt,81
User 25,True,2024-08-14,Repo 155,224,36,260,2,0.4508196721311475,1.0,1.0,1,Commit 4990,after,False,True,navikt,188
User 25,True,2024-08-14,Repo 155,69,2,71,4,0.0,1.0,1.0,1,Commit 4991,after,False,True,navikt,67
User 25,True,2024-08-14,Repo 155,9,5,14,2,0.0,1.0,1.0,1,Commit 4992,after,False,True,navikt,4
User 25,True,2024-08-14,Repo 155,17,0,17,2,1.0,1.0,1.0,1,Commit 4993,after,False,True,navikt,17
User 25,True,2024-08-14,Repo 155,30,1,31,1,,,,1,Commit 4994,after,False,True,navikt,29
User 25,True,2024-08-14,Repo 155,141,8,149,5,0.135593220338983,0.135593220338983,1.0,1,Commit 4995,after,False,True,navikt,133
User 25,True,2024-08-14,Repo 155,2,29,31,1,0.0,0.0,0.0,1,Commit 4996,after,False,True,navikt,-27
User 25,True,2024-08-14,Repo 155,89,29,118,7,0.8095238095238095,0.3333333333333333,0.9523809523809524,1,Commit 4997,after,False,True,navikt,60
User 25,True,2024-08-14,Repo 155,77,38,115,4,1.0,1.0,0.0,1,Commit 4998,after,False,True,navikt,39
User 25,True,2024-08-14,Repo 155,30,26,56,1,0.3636363636363636,0.3333333333333333,1.0,1,Commit 4999,after,False,True,navikt,4
User 25,True,2024-08-14,Repo 155,27,21,48,3,0.7142857142857143,1.0,1.0,1,Commit 5000,after,False,True,navikt,6
User 25,True,2024-08-14,Repo 155,94,7,101,6,0.4,1.0,1.0,1,Commit 5001,after,False,True,navikt,87
User 25,True,2024-08-14,Repo 155,29,13,42,5,0.7063492063492064,0.0,0.0,1,Commit 5002,after,False,True,navikt,16
User 25,True,2024-08-14,Repo 155,24,0,24,1,1.0,0.4,1.0,1,Commit 5003,after,False,True,navikt,24
User 25,True,2024-08-14,Repo 155,23,19,42,3,0.0,0.8,0.0,1,Commit 5004,after,False,True,navikt,4
User 25,True,2024-08-14,Repo 155,0,4,4,1,,,,1,Commit 5005,after,False,True,navikt,-4
User 25,True,2024-08-15,Repo 155,143,1,144,5,0.0606060606060606,0.9090909090909092,1.0,1,Commit 5006,after,False,True,navikt,142
User 25,True,2024-08-15,Repo 155,21,0,21,2,,,,1,Commit 5007,after,False,True,navikt,21
User 25,True,2024-08-16,Repo 155,29,13,42,2,0.1,0.9,1.0,1,Commit 5008,after,False,True,navikt,16
User 25,True,2024-08-16,Repo 155,7,19,26,1,0.0,1.0,0.0,1,Commit 5009,after,False,True,navikt,-12
User 26,True,2024-08-19,Repo 155,0,2,2,2,,,,1,Commit 5010,after,False,True,navikt,-2
User 25,True,2024-08-19,Repo 155,9,79,88,2,1.0,0.0833333333333333,0.0,1,Commit 5011,after,False,True,navikt,-70
User 26,True,2024-08-20,Repo 155,24,9,33,21,,,,1,Commit 5012,after,False,True,navikt,15
User 25,True,2024-08-20,Repo 155,185,69,254,4,0.168141592920354,0.4601769911504424,1.0,1,Commit 5013,after,False,True,navikt,116
User 25,True,2024-08-20,Repo 155,38,9,47,3,0.5769230769230769,0.7307692307692307,1.0,1,Commit 5014,after,False,True,navikt,29
User 25,True,2024-08-21,Repo 155,21,4,25,1,0.0,0.0,1.0,1,Commit 5015,after,False,True,navikt,17
User 25,True,2024-08-21,Repo 155,14,46,60,4,0.7402597402597403,0.0129870129870129,0.0,1,Commit 5016,after,False,True,navikt,-32
User 25,True,2024-08-21,Repo 155,2,1,3,1,0.0,1.0,1.0,1,Commit 5017,after,False,True,navikt,1
User 01,True,2024-03-07,Repo 156,6,6,12,3,,,,1,Commit 5018,after,False,True,navikt,0
User 06,True,2023-12-05,Repo 157,5,0,5,1,0.0,1.0,1.0,1,Commit 5019,after,False,True,navikt,5
User 09,True,2022-11-23,Repo 158,24,24,48,1,,,,1,Commit 5020,before,False,True,navikt,0
User 09,True,2022-11-25,Repo 158,1,1,2,1,,,,1,Commit 5021,before,False,True,navikt,0
User 09,True,2022-11-25,Repo 158,1,1,2,1,,,,1,Commit 5022,before,False,True,navikt,0
User 12,True,2023-01-02,Repo 158,0,18301,18301,1,,,,1,Commit 5023,before,False,True,navikt,-18301
User 12,True,2023-03-16,Repo 158,2,2,4,1,,,,1,Commit 5024,before,False,True,navikt,0
User 12,True,2023-04-12,Repo 158,4,0,4,3,,,,1,Commit 5025,before,False,True,navikt,4
User 09,True,2023-04-19,Repo 158,92,27,119,6,0.90625,1.0,0.90625,1,Commit 5026,before,False,True,navikt,65
User 09,True,2023-04-19,Repo 158,3,5,8,2,,,,1,Commit 5027,before,False,True,navikt,-2
User 09,True,2023-04-19,Repo 158,1,2,3,1,1.0,0.0,0.0,1,Commit 5028,before,False,True,navikt,-1
User 09,True,2023-04-19,Repo 158,12,0,12,1,,,,1,Commit 5029,before,False,True,navikt,12
User 09,True,2023-04-19,Repo 158,7,5,12,3,1.0,0.0,0.0,1,Commit 5030,before,False,True,navikt,2
User 09,True,2023-04-19,Repo 158,4,1,5,3,,,,1,Commit 5031,before,False,True,navikt,3
User 09,True,2023-04-20,Repo 158,63,19,82,3,,,,1,Commit 5032,before,False,True,navikt,44
User 09,True,2023-04-20,Repo 158,1,1,2,1,,,,1,Commit 5033,before,False,True,navikt,0
User 09,True,2023-04-20,Repo 158,51,48,99,15,0.3333333333333333,1.0,1.0,1,Commit 5034,before,False,True,navikt,3
User 09,True,2023-04-20,Repo 158,3,2,5,1,,,,1,Commit 5035,before,False,True,navikt,1
User 09,True,2023-04-20,Repo 158,1,1,2,1,,,,1,Commit 5036,before,False,True,navikt,0
User 09,True,2023-04-20,Repo 158,29,64,93,1,,,,1,Commit 5037,before,False,True,navikt,-35
User 09,True,2023-04-20,Repo 158,1,1,2,1,,,,1,Commit 5038,before,False,True,navikt,0
User 09,True,2023-04-20,Repo 158,1,1,2,1,,,,1,Commit 5039,before,False,True,navikt,0
User 09,True,2023-04-20,Repo 158,1,1,2,1,,,,1,Commit 5040,before,False,True,navikt,0
User 09,True,2023-04-20,Repo 158,2,1,3,1,,,,1,Commit 5041,before,False,True,navikt,1
User 08,True,2023-06-07,Repo 158,49,0,49,1,1.0,1.0,1.0,1,Commit 5042,before,False,True,navikt,49
User 08,True,2023-06-07,Repo 158,2,19,21,2,1.0,1.0,1.0,1,Commit 5043,before,False,True,navikt,-17
User 12,True,2023-10-16,Repo 158,25,11,36,4,,,,1,Commit 5044,after,False,True,navikt,14
User 09,True,2023-11-01,Repo 158,315,513,828,24,0.0,1.0,0.8571428571428571,1,Commit 5045,after,False,True,navikt,-198
User 09,True,2023-11-02,Repo 158,131,34,165,4,0.0,1.0,0.0,1,Commit 5046,after,False,True,navikt,97
User 09,True,2023-11-02,Repo 158,3,3,6,1,,,,1,Commit 5047,after,False,True,navikt,0
User 09,True,2023-11-02,Repo 158,3,2,5,1,,,,1,Commit 5048,after,False,True,navikt,1
User 09,True,2023-11-02,Repo 158,5,4,9,1,,,,1,Commit 5049,after,False,True,navikt,1
User 09,True,2023-11-02,Repo 158,22,10,32,2,,,,1,Commit 5050,after,False,True,navikt,12
User 09,True,2023-11-02,Repo 158,11,11,22,1,,,,1,Commit 5051,after,False,True,navikt,0
User 09,True,2023-11-02,Repo 158,2,2,4,1,,,,1,Commit 5052,after,False,True,navikt,0
User 09,True,2023-11-02,Repo 158,22,16,38,1,0.0,1.0,1.0,1,Commit 5053,after,False,True,navikt,6
User 09,True,2023-11-02,Repo 158,9,11,20,2,1.0,0.0,0.0,1,Commit 5054,after,False,True,navikt,-2
User 09,True,2023-11-02,Repo 158,2,2,4,1,,,,1,Commit 5055,after,False,True,navikt,0
User 09,True,2023-11-03,Repo 158,2,2,4,1,,,,1,Commit 5056,after,False,True,navikt,0
User 09,True,2023-11-24,Repo 158,30,2,32,2,,,,1,Commit 5057,after,False,True,navikt,28
User 09,True,2023-12-11,Repo 158,85,2,87,3,,,,1,Commit 5058,after,False,True,navikt,83
User 09,True,2023-12-12,Repo 158,0,59,59,3,0.0,0.0,0.0,1,Commit 5059,after,False,True,navikt,-59
User 09,True,2023-12-12,Repo 158,1,1,2,1,,,,1,Commit 5060,after,False,True,navikt,0
User 08,True,2023-12-21,Repo 158,23,0,23,1,,,,1,Commit 5061,after,False,True,navikt,23
User 08,True,2023-12-21,Repo 158,8,18,26,1,,,,1,Commit 5062,after,False,True,navikt,-10
User 09,True,2023-12-29,Repo 158,4,1,5,1,,,,1,Commit 5063,after,False,True,navikt,3
User 08,True,2023-12-29,Repo 158,30,92,122,6,,,,1,Commit 5064,after,False,True,navikt,-62
User 08,True,2023-12-29,Repo 158,1,1,2,1,,,,1,Commit 5065,after,False,True,navikt,0
User 09,True,2024-01-09,Repo 158,33,63,96,12,0.0,0.0,0.0,1,Commit 5066,after,False,True,navikt,-30
User 09,True,2024-01-09,Repo 158,0,33,33,1,0.0,0.0,0.0,1,Commit 5067,after,False,True,navikt,-33
User 09,True,2024-03-02,Repo 158,1,1,2,1,,,,1,Commit 5068,after,False,True,navikt,0
User 09,True,2024-04-05,Repo 158,4,167,171,3,,,,1,Commit 5069,after,False,True,navikt,-163
User 09,True,2024-04-05,Repo 158,14,9,23,1,0.0,1.0,1.0,1,Commit 5070,after,False,True,navikt,5
User 09,True,2024-04-05,Repo 158,22,21,43,2,0.6666666666666666,0.0,0.0,1,Commit 5071,after,False,True,navikt,1
User 09,True,2024-04-08,Repo 158,2,2,4,1,0.0,1.0,0.0,1,Commit 5072,after,False,True,navikt,0
User 09,True,2024-04-10,Repo 158,80,1,81,3,0.3720930232558139,1.0,0.3720930232558139,1,Commit 5073,after,False,True,navikt,79
User 09,True,2024-04-10,Repo 158,8,0,8,1,1.0,1.0,1.0,1,Commit 5074,after,False,True,navikt,8
User 09,True,2024-04-10,Repo 158,22,21,43,3,0.0,1.0,0.4444444444444444,1,Commit 5075,after,False,True,navikt,1
User 09,True,2024-04-10,Repo 158,82,9,91,2,0.0,0.0,0.0,1,Commit 5076,after,False,True,navikt,73
User 09,True,2024-04-10,Repo 158,13,16,29,4,1.0,0.0,1.0,1,Commit 5077,after,False,True,navikt,-3
User 09,True,2024-04-10,Repo 158,2,2,4,2,,,,1,Commit 5078,after,False,True,navikt,0
User 08,True,2024-04-10,Repo 158,215,0,215,5,0.0204081632653061,1.0,0.2755102040816326,1,Commit 5079,after,False,True,navikt,215
User 08,True,2024-04-10,Repo 158,138,28,166,3,0.0,1.0,0.7037037037037037,1,Commit 5080,after,False,True,navikt,110
User 09,True,2024-04-11,Repo 158,1,1,2,1,,,,1,Commit 5081,after,False,True,navikt,0
User 08,True,2024-04-11,Repo 158,2,0,2,1,1.0,1.0,1.0,1,Commit 5082,after,False,True,navikt,2
User 08,True,2024-04-11,Repo 158,2,2,4,1,,,,1,Commit 5083,after,False,True,navikt,0
User 08,True,2024-04-11,Repo 158,18,1,19,5,0.0,1.0,1.0,1,Commit 5084,after,False,True,navikt,17
User 08,True,2024-04-11,Repo 158,1,1,2,1,,,,1,Commit 5085,after,False,True,navikt,0
User 09,True,2024-04-15,Repo 158,23,13,36,4,1.0,1.0,1.0,1,Commit 5086,after,False,True,navikt,10
User 09,True,2024-04-15,Repo 158,2,3,5,3,,,,1,Commit 5087,after,False,True,navikt,-1
User 09,True,2024-04-16,Repo 158,183,26,209,6,0.3170731707317073,1.0,0.3414634146341463,1,Commit 5088,after,False,True,navikt,157
User 09,True,2024-04-16,Repo 158,3,0,3,1,,,,1,Commit 5089,after,False,True,navikt,3
User 09,True,2024-04-16,Repo 158,3,3,6,1,,,,1,Commit 5090,after,False,True,navikt,0
User 09,True,2024-04-16,Repo 158,6,3,9,3,0.3333333333333333,1.0,0.3333333333333333,1,Commit 5091,after,False,True,navikt,3
User 09,True,2024-04-16,Repo 158,2,2,4,2,,,,1,Commit 5092,after,False,True,navikt,0
User 09,True,2024-04-17,Repo 158,292,237,529,21,0.5,1.0,0.6666666666666666,1,Commit 5093,after,False,True,navikt,55
User 09,True,2024-04-17,Repo 158,8,3,11,2,0.0,1.0,0.25,1,Commit 5094,after,False,True,navikt,5
User 09,True,2024-04-17,Repo 158,8,2,10,1,1.0,1.0,1.0,1,Commit 5095,after,False,True,navikt,6
User 09,True,2024-04-17,Repo 158,20,6,26,7,,,,1,Commit 5096,after,False,True,navikt,14
User 09,True,2024-04-17,Repo 158,22,16,38,5,0.75,1.0,0.75,1,Commit 5097,after,False,True,navikt,6
User 08,True,2024-04-18,Repo 158,1,0,1,1,,,,1,Commit 5098,after,False,True,navikt,1
User 08,True,2024-04-18,Repo 158,1,0,1,1,,,,1,Commit 5099,after,False,True,navikt,1
User 08,True,2024-04-18,Repo 158,24,9,33,3,0.0,1.0,0.5833333333333334,1,Commit 5100,after,False,True,navikt,15
User 08,True,2024-04-18,Repo 158,5,2,7,3,1.0,0.0,0.0,1,Commit 5101,after,False,True,navikt,3
User 08,True,2024-04-18,Repo 158,1,1,2,1,,,,1,Commit 5102,after,False,True,navikt,0
User 09,True,2024-04-19,Repo 158,0,9,9,1,,,,1,Commit 5103,after,False,True,navikt,-9
User 09,True,2024-04-19,Repo 158,2,1,3,1,0.0,1.0,0.0,1,Commit 5104,after,False,True,navikt,1
User 08,True,2024-04-19,Repo 158,7,0,7,1,0.0,1.0,0.0,1,Commit 5105,after,False,True,navikt,7
User 08,True,2024-04-19,Repo 158,26,13,39,1,0.0,0.0,0.0,1,Commit 5106,after,False,True,navikt,13
User 08,True,2024-04-19,Repo 158,42,24,66,1,1.0,1.0,1.0,1,Commit 5107,after,False,True,navikt,18
User 09,True,2024-04-23,Repo 158,1,1,2,1,,,,1,Commit 5108,after,False,True,navikt,0
User 08,True,2024-04-24,Repo 158,9,0,9,2,,,,1,Commit 5109,after,False,True,navikt,9
User 08,True,2024-04-24,Repo 158,4,1,5,2,1.0,1.0,1.0,1,Commit 5110,after,False,True,navikt,3
User 08,True,2024-06-27,Repo 158,25,9,34,2,0.0,1.0,1.0,1,Commit 5111,after,False,True,navikt,16
User 08,True,2024-06-27,Repo 158,88,169,257,6,0.0,1.0,0.0,1,Commit 5112,after,False,True,navikt,-81
User 08,True,2024-06-27,Repo 158,1,1,2,1,1.0,0.0,1.0,1,Commit 5113,after,False,True,navikt,0
User 08,True,2024-06-27,Repo 158,1,1,2,1,,,,1,Commit 5114,after,False,True,navikt,0
User 08,True,2024-06-27,Repo 158,7,5,12,1,0.0,1.0,0.0,1,Commit 5115,after,False,True,navikt,2
User 08,True,2024-06-28,Repo 158,65,133,198,5,1.0,0.0,0.7538461538461538,1,Commit 5116,after,False,True,navikt,-68
User 08,True,2024-06-28,Repo 158,2,2,4,1,,,,1,Commit 5117,after,False,True,navikt,0
User 08,True,2024-07-01,Repo 158,66,18,84,2,1.0,1.0,1.0,1,Commit 5118,after,False,True,navikt,48
User 08,True,2024-07-01,Repo 158,11,7,18,3,0.3333333333333333,1.0,0.3333333333333333,1,Commit 5119,after,False,True,navikt,4
User 08,True,2024-07-01,Repo 158,2,1,3,1,,,,1,Commit 5120,after,False,True,navikt,1
User 08,True,2024-07-01,Repo 158,2,0,2,1,,,,1,Commit 5121,after,False,True,navikt,2
User 08,True,2024-07-01,Repo 158,23,6,29,3,1.0,1.0,1.0,1,Commit 5122,after,False,True,navikt,17
User 08,True,2024-07-01,Repo 158,2,1,3,1,,,,1,Commit 5123,after,False,True,navikt,1
User 08,True,2024-07-01,Repo 158,28,4,32,2,,,,1,Commit 5124,after,False,True,navikt,24
User 08,True,2024-07-03,Repo 158,136,11,147,5,0.9411764705882352,1.0,1.0,1,Commit 5125,after,False,True,navikt,125
User 08,True,2024-07-03,Repo 158,194,6,200,6,0.4756097560975609,1.0,0.7682926829268293,1,Commit 5126,after,False,True,navikt,188
User 08,True,2024-07-03,Repo 158,5,4,9,1,,,,1,Commit 5127,after,False,True,navikt,1
User 08,True,2024-07-04,Repo 158,14,9,23,1,0.0,1.0,0.8,1,Commit 5128,after,False,True,navikt,5
User 08,True,2024-07-04,Repo 158,12,8,20,1,0.6666666666666666,1.0,0.6666666666666666,1,Commit 5129,after,False,True,navikt,4
User 08,True,2024-07-04,Repo 158,27,13,40,2,1.0,1.0,1.0,1,Commit 5130,after,False,True,navikt,14
User 08,True,2024-07-04,Repo 158,1,1,2,1,,,,1,Commit 5131,after,False,True,navikt,0
User 08,True,2024-07-04,Repo 158,1,1,2,1,,,,1,Commit 5132,after,False,True,navikt,0
User 08,True,2024-07-04,Repo 158,17,6,23,2,0.0,1.0,1.0,1,Commit 5133,after,False,True,navikt,11
User 08,True,2024-07-04,Repo 158,1,1,2,1,,,,1,Commit 5134,after,False,True,navikt,0
User 08,True,2024-07-10,Repo 158,7,0,7,1,,,,1,Commit 5135,after,False,True,navikt,7
User 08,True,2024-07-12,Repo 158,5,3,8,2,,,,1,Commit 5136,after,False,True,navikt,2
User 08,True,2024-07-12,Repo 158,6,6,12,1,,,,1,Commit 5137,after,False,True,navikt,0
User 08,True,2024-07-12,Repo 158,5,7,12,2,,,,1,Commit 5138,after,False,True,navikt,-2
User 08,True,2024-07-12,Repo 158,105,20,125,3,1.0,0.0,0.0,1,Commit 5139,after,False,True,navikt,85
User 08,True,2024-07-17,Repo 158,35,22,57,1,,,,1,Commit 5140,after,False,True,navikt,13
User 08,True,2024-07-17,Repo 158,2,0,2,1,,,,1,Commit 5141,after,False,True,navikt,2
User 08,True,2024-07-17,Repo 158,7,3,10,1,,,,1,Commit 5142,after,False,True,navikt,4
User 08,True,2024-07-17,Repo 158,0,2,2,1,,,,1,Commit 5143,after,False,True,navikt,-2
User 08,True,2024-07-24,Repo 158,5,2,7,1,,,,1,Commit 5144,after,False,True,navikt,3
User 08,True,2024-08-08,Repo 158,11,0,11,1,,,,1,Commit 5145,after,False,True,navikt,11
User 08,True,2024-08-08,Repo 158,9,5,14,1,,,,1,Commit 5146,after,False,True,navikt,4
User 08,True,2024-08-08,Repo 158,1,1,2,1,,,,1,Commit 5147,after,False,True,navikt,0
User 08,True,2024-08-08,Repo 158,3,2,5,1,,,,1,Commit 5148,after,False,True,navikt,1
User 08,True,2024-08-08,Repo 158,1,1,2,1,,,,1,Commit 5149,after,False,True,navikt,0
User 08,True,2024-08-08,Repo 158,2,1,3,1,,,,1,Commit 5150,after,False,True,navikt,1
User 08,True,2024-08-08,Repo 158,1,1,2,1,,,,1,Commit 5151,after,False,True,navikt,0
User 08,True,2024-08-08,Repo 158,8,0,8,1,,,,1,Commit 5152,after,False,True,navikt,8
User 08,True,2024-08-08,Repo 158,1,1,2,1,,,,1,Commit 5153,after,False,True,navikt,0
User 08,True,2024-08-08,Repo 158,2,14,16,1,,,,1,Commit 5154,after,False,True,navikt,-12
User 08,True,2024-08-08,Repo 158,1,1,2,1,,,,1,Commit 5155,after,False,True,navikt,0
User 08,True,2024-08-21,Repo 158,1,1,2,1,,,,1,Commit 5156,after,False,True,navikt,0
User 08,True,2024-08-21,Repo 158,1,1,2,1,,,,1,Commit 5157,after,False,True,navikt,0
User 15,True,2023-05-24,Repo 159,25,32,57,2,,,,1,Commit 5158,before,False,True,navikt,-7
User 15,True,2023-05-24,Repo 159,8,0,8,2,,,,1,Commit 5159,before,False,True,navikt,8
User 15,True,2024-06-13,Repo 159,1,3,4,3,,,,1,Commit 5160,after,False,True,navikt,-2
User 04,True,2023-09-14,Repo 160,2,2,4,2,,,,1,Commit 5161,after,False,True,navikt,0
User 02,True,2024-05-02,Repo 161,8,0,8,2,,,,1,Commit 5162,after,False,True,navikt,8
User 02,True,2024-05-15,Repo 161,4,0,4,1,,,,1,Commit 5163,after,False,True,navikt,4
User 02,True,2024-05-15,Repo 161,4,0,4,1,,,,1,Commit 5164,after,False,True,navikt,4
User 02,True,2024-05-23,Repo 161,25,10,35,11,,,,1,Commit 5165,after,False,True,navikt,15
User 02,True,2024-05-23,Repo 161,14,1,15,1,1.0,1.0,1.0,1,Commit 5166,after,False,True,navikt,13
User 02,True,2024-05-24,Repo 161,509,479,988,4,0.0,0.0,0.0,1,Commit 5167,after,False,True,navikt,30
User 02,True,2024-05-24,Repo 161,9,0,9,2,0.5,1.0,1.0,1,Commit 5168,after,False,True,navikt,9
User 02,True,2024-05-24,Repo 161,142,108,250,5,1.0,0.0,0.0,1,Commit 5169,after,False,True,navikt,34
User 02,True,2024-05-24,Repo 161,4,6,10,1,0.0,1.0,0.0,1,Commit 5170,after,False,True,navikt,-2
