User,Copilot user,Date,Repository,Insertions,Deletions,Total lines,Files changed,Unit size (DMM),Complexity (DMM),Interface (DMM),Commits,Commit hash,Copilot period,Merge commit,Default branch,Org,Diff lines
User 11,True,2024-06-12,Repo 510,5,8,13,1,0.0,0.0,0.0,1,Commit 23666,after,False,True,navikt,-3
User 11,True,2024-06-12,Repo 510,0,1,1,1,,,,1,Commit 23667,after,False,True,navikt,-1
User 11,True,2024-06-12,Repo 510,1,1,2,1,,,,1,Commit 23668,after,False,True,navikt,0
User 11,True,2024-06-12,Repo 510,1,1,2,1,,,,1,Commit 23669,after,False,True,navikt,0
User 11,True,2024-06-12,Repo 510,5,5,10,3,,,,1,Commit 23670,after,False,True,navikt,0
User 11,True,2024-06-13,Repo 510,3,3,6,1,,,,1,Commit 23671,after,False,True,navikt,0
User 11,True,2024-06-13,Repo 510,0,7,7,1,0.0,0.0,0.0,1,Commit 23672,after,False,True,navikt,-7
User 11,True,2024-06-14,Repo 510,50,26,76,5,0.0,1.0,1.0,1,Commit 23673,after,False,True,navikt,24
User 11,True,2024-06-14,Repo 510,6,1,7,1,0.0,1.0,1.0,1,Commit 23674,after,False,True,navikt,5
User 11,True,2024-06-14,Repo 510,7,0,7,1,0.0,1.0,1.0,1,Commit 23675,after,False,True,navikt,7
User 11,True,2024-06-14,Repo 510,1,1,2,1,,,,1,Commit 23676,after,False,True,navikt,0
User 11,True,2024-06-14,Repo 510,1,1,2,1,,,,1,Commit 23677,after,False,True,navikt,0
User 11,True,2024-06-14,Repo 510,1,1,2,1,,,,1,Commit 23678,after,False,True,navikt,0
User 11,True,2024-06-14,Repo 510,42,61,103,2,0.5294117647058824,0.0,0.0,1,Commit 23679,after,False,True,navikt,-19
User 11,True,2024-06-14,Repo 510,22,104,126,8,1.0,0.0,0.0,1,Commit 23680,after,False,True,navikt,-82
User 11,True,2024-06-14,Repo 510,1,2,3,1,,,,1,Commit 23681,after,False,True,navikt,-1
User 11,True,2024-06-14,Repo 510,10,18,28,1,0.0,0.0,0.0,1,Commit 23682,after,False,True,navikt,-8
User 11,True,2024-06-15,Repo 510,39,54,93,7,1.0,0.25,0.25,1,Commit 23683,after,False,True,navikt,-15
User 11,True,2024-06-15,Repo 510,7,5,12,1,0.0,0.0,0.0,1,Commit 23684,after,False,True,navikt,2
User 11,True,2024-06-15,Repo 510,4,8,12,1,1.0,1.0,1.0,1,Commit 23685,after,False,True,navikt,-4
User 11,True,2024-06-15,Repo 510,1,1,2,1,,,,1,Commit 23686,after,False,True,navikt,0
User 11,True,2024-06-15,Repo 510,13,15,28,1,0.0,0.0,0.0,1,Commit 23687,after,False,True,navikt,-2
User 11,True,2024-06-17,Repo 510,6,9,15,3,,,,1,Commit 23688,after,False,True,navikt,-3
User 11,True,2024-06-17,Repo 510,32,20,52,2,0.0,1.0,1.0,1,Commit 23689,after,False,True,navikt,12
User 11,True,2024-06-18,Repo 510,158,8,166,7,0.6037735849056604,1.0,0.660377358490566,1,Commit 23690,after,False,True,navikt,150
User 11,True,2024-06-18,Repo 510,13,2,15,2,,,,1,Commit 23691,after,False,True,navikt,11
User 11,True,2024-06-18,Repo 510,117,0,117,5,1.0,1.0,1.0,1,Commit 23692,after,False,True,navikt,117
User 11,True,2024-06-18,Repo 510,1,1,2,1,,,,1,Commit 23693,after,False,True,navikt,0
User 11,True,2024-06-18,Repo 510,6,3,9,1,,,,1,Commit 23694,after,False,True,navikt,3
User 11,True,2024-06-18,Repo 510,3,6,9,1,,,,1,Commit 23695,after,False,True,navikt,-3
User 11,True,2024-06-19,Repo 510,6,4,10,1,1.0,0.0,1.0,1,Commit 23696,after,False,True,navikt,2
User 11,True,2024-06-19,Repo 510,6,2,8,1,0.0,1.0,0.0,1,Commit 23697,after,False,True,navikt,4
User 11,True,2024-06-19,Repo 510,46,16,62,2,1.0,1.0,1.0,1,Commit 23698,after,False,True,navikt,30
User 11,True,2024-06-19,Repo 510,3,4,7,1,,,,1,Commit 23699,after,False,True,navikt,-1
User 11,True,2024-06-19,Repo 510,5,5,10,1,1.0,0.0,1.0,1,Commit 23700,after,False,True,navikt,0
User 11,True,2024-06-19,Repo 510,4,4,8,1,,,,1,Commit 23701,after,False,True,navikt,0
User 11,True,2024-06-19,Repo 510,5,14,19,1,0.0,1.0,1.0,1,Commit 23702,after,False,True,navikt,-9
User 11,True,2024-06-19,Repo 510,14,6,20,2,0.0,1.0,1.0,1,Commit 23703,after,False,True,navikt,8
User 11,True,2024-06-19,Repo 510,6,8,14,1,,,,1,Commit 23704,after,False,True,navikt,-2
User 11,True,2024-06-19,Repo 510,1,1,2,1,,,,1,Commit 23705,after,False,True,navikt,0
User 11,True,2024-06-19,Repo 510,4,4,8,1,,,,1,Commit 23706,after,False,True,navikt,0
User 11,True,2024-06-20,Repo 510,6,3,9,1,0.5,1.0,1.0,1,Commit 23707,after,False,True,navikt,3
User 11,True,2024-06-20,Repo 510,5,4,9,2,,,,1,Commit 23708,after,False,True,navikt,1
User 11,True,2024-06-20,Repo 510,12,12,24,1,,,,1,Commit 23709,after,False,True,navikt,0
User 11,True,2024-06-20,Repo 510,10,14,24,1,0.0,0.0,1.0,1,Commit 23710,after,False,True,navikt,-4
User 11,True,2024-06-20,Repo 510,2,1,3,1,,,,1,Commit 23711,after,False,True,navikt,1
User 11,True,2024-06-20,Repo 510,3,3,6,1,,,,1,Commit 23712,after,False,True,navikt,0
User 11,True,2024-06-20,Repo 510,1,1,2,1,,,,1,Commit 23713,after,False,True,navikt,0
User 11,True,2024-06-20,Repo 510,0,7,7,1,,,,1,Commit 23714,after,False,True,navikt,-7
User 11,True,2024-06-20,Repo 510,2,2,4,1,,,,1,Commit 23715,after,False,True,navikt,0
User 11,True,2024-06-20,Repo 510,9,2,11,3,,,,1,Commit 23716,after,False,True,navikt,7
User 11,True,2024-06-20,Repo 510,1,0,1,1,,,,1,Commit 23717,after,False,True,navikt,1
User 11,True,2024-06-20,Repo 510,3,0,3,1,,,,1,Commit 23718,after,False,True,navikt,3
User 11,True,2024-06-20,Repo 510,1,1,2,1,,,,1,Commit 23719,after,False,True,navikt,0
User 11,True,2024-06-21,Repo 510,0,1,1,1,,,,1,Commit 23720,after,False,True,navikt,-1
User 11,True,2024-06-21,Repo 510,2,2,4,2,,,,1,Commit 23721,after,False,True,navikt,0
User 11,True,2024-06-21,Repo 510,1,0,1,1,,,,1,Commit 23722,after,False,True,navikt,1
User 11,True,2024-06-21,Repo 510,4,2,6,1,1.0,1.0,1.0,1,Commit 23723,after,False,True,navikt,2
User 11,True,2024-06-21,Repo 510,7,7,14,2,0.0,0.0,0.8181818181818182,1,Commit 23724,after,False,True,navikt,0
User 11,True,2024-06-22,Repo 510,29,27,56,1,0.0,1.0,1.0,1,Commit 23725,after,False,True,navikt,2
User 11,True,2024-06-22,Repo 510,23,18,41,1,1.0,0.0,0.0,1,Commit 23726,after,False,True,navikt,5
User 11,True,2024-06-22,Repo 510,3,3,6,1,1.0,0.0,1.0,1,Commit 23727,after,False,True,navikt,0
User 11,True,2024-06-22,Repo 510,2,2,4,1,1.0,0.0,1.0,1,Commit 23728,after,False,True,navikt,0
User 11,True,2024-06-24,Repo 510,7,11,18,3,0.6666666666666666,0.0,0.6666666666666666,1,Commit 23729,after,False,True,navikt,-4
User 11,True,2024-06-24,Repo 510,5,1,6,1,,,,1,Commit 23730,after,False,True,navikt,4
User 11,True,2024-06-24,Repo 510,10,6,16,3,0.0,0.0,0.0,1,Commit 23731,after,False,True,navikt,4
User 11,True,2024-06-24,Repo 510,3,4,7,2,1.0,1.0,0.3076923076923077,1,Commit 23732,after,False,True,navikt,-1
User 11,True,2024-06-24,Repo 510,4,1,5,2,,,,1,Commit 23733,after,False,True,navikt,3
User 11,True,2024-06-24,Repo 510,11,3,14,3,1.0,1.0,1.0,1,Commit 23734,after,False,True,navikt,8
User 11,True,2024-06-24,Repo 510,2,1,3,1,1.0,1.0,0.0,1,Commit 23735,after,False,True,navikt,1
User 11,True,2024-06-24,Repo 510,2,2,4,1,,,,1,Commit 23736,after,False,True,navikt,0
User 11,True,2024-06-24,Repo 510,1,1,2,1,,,,1,Commit 23737,after,False,True,navikt,0
User 11,True,2024-06-24,Repo 510,2,2,4,1,,,,1,Commit 23738,after,False,True,navikt,0
User 11,True,2024-06-24,Repo 510,5,2,7,1,0.0,1.0,0.0,1,Commit 23739,after,False,True,navikt,3
User 11,True,2024-06-25,Repo 510,86,154,240,3,0.55,0.0,0.475,1,Commit 23740,after,False,True,navikt,-68
User 11,True,2024-06-25,Repo 510,7,9,16,1,,,,1,Commit 23741,after,False,True,navikt,-2
User 11,True,2024-06-25,Repo 510,1,1,2,1,,,,1,Commit 23742,after,False,True,navikt,0
User 11,True,2024-06-25,Repo 510,128,32,160,1,0.2857142857142857,1.0,0.5428571428571428,1,Commit 23743,after,False,True,navikt,96
User 11,True,2024-06-25,Repo 510,6,2,8,1,1.0,0.0,0.0,1,Commit 23744,after,False,True,navikt,4
User 11,True,2024-06-25,Repo 510,9,11,20,1,0.0,1.0,0.0,1,Commit 23745,after,False,True,navikt,-2
User 11,True,2024-06-26,Repo 510,98,168,266,3,0.8909090909090909,0.0,0.6,1,Commit 23746,after,False,True,navikt,-70
User 11,True,2024-06-26,Repo 510,15,12,27,2,0.0,0.0,0.0,1,Commit 23747,after,False,True,navikt,3
User 11,True,2024-06-26,Repo 510,23,6,29,2,0.0,0.0,0.0,1,Commit 23748,after,False,True,navikt,17
User 11,True,2024-06-26,Repo 510,1,2,3,1,,,,1,Commit 23749,after,False,True,navikt,-1
User 11,True,2024-06-26,Repo 510,3,5,8,1,,,,1,Commit 23750,after,False,True,navikt,-2
User 11,True,2024-06-26,Repo 510,4,0,4,1,0.0,1.0,1.0,1,Commit 23751,after,False,True,navikt,4
User 11,True,2024-06-26,Repo 510,24,8,32,2,1.0,1.0,1.0,1,Commit 23752,after,False,True,navikt,16
User 11,True,2024-06-26,Repo 510,17,10,27,1,0.0,1.0,1.0,1,Commit 23753,after,False,True,navikt,7
User 11,True,2024-06-27,Repo 510,5,2,7,1,0.0,1.0,1.0,1,Commit 23754,after,False,True,navikt,3
User 11,True,2024-06-27,Repo 510,17,12,29,1,1.0,0.0,0.0,1,Commit 23755,after,False,True,navikt,5
User 11,True,2024-06-27,Repo 510,4,2,6,1,1.0,1.0,1.0,1,Commit 23756,after,False,True,navikt,2
User 11,True,2024-06-27,Repo 510,12,6,18,3,0.0,0.0,0.0,1,Commit 23757,after,False,True,navikt,6
User 11,True,2024-06-27,Repo 510,4,4,8,2,,,,1,Commit 23758,after,False,True,navikt,0
User 11,True,2024-06-27,Repo 510,1,1,2,1,,,,1,Commit 23759,after,False,True,navikt,0
User 11,True,2024-06-28,Repo 510,6,5,11,1,1.0,1.0,1.0,1,Commit 23760,after,False,True,navikt,1
User 11,True,2024-06-28,Repo 510,24,10,34,2,0.0,1.0,1.0,1,Commit 23761,after,False,True,navikt,14
User 11,True,2024-06-28,Repo 510,1,1,2,1,,,,1,Commit 23762,after,False,True,navikt,0
User 11,True,2024-06-28,Repo 510,25,22,47,1,0.0,1.0,1.0,1,Commit 23763,after,False,True,navikt,3
User 11,True,2024-06-28,Repo 510,41,53,94,2,0.4545454545454545,1.0,1.0,1,Commit 23764,after,False,True,navikt,-12
User 11,True,2024-06-28,Repo 510,4,4,8,3,,,,1,Commit 23765,after,False,True,navikt,0
User 11,True,2024-06-28,Repo 510,2,1,3,1,1.0,1.0,1.0,1,Commit 23766,after,False,True,navikt,1
User 11,True,2024-06-28,Repo 510,0,1,1,1,0.0,0.0,0.0,1,Commit 23767,after,False,True,navikt,-1
User 11,True,2024-06-28,Repo 510,9,5,14,4,1.0,1.0,1.0,1,Commit 23768,after,False,True,navikt,4
User 11,True,2024-06-28,Repo 510,2,1,3,1,,,,1,Commit 23769,after,False,True,navikt,1
User 11,True,2024-06-28,Repo 510,3,12,15,2,,,,1,Commit 23770,after,False,True,navikt,-9
User 11,True,2024-06-28,Repo 510,1,1,2,1,1.0,1.0,1.0,1,Commit 23771,after,False,True,navikt,0
User 11,True,2024-06-28,Repo 510,3,3,6,1,,,,1,Commit 23772,after,False,True,navikt,0
User 11,True,2024-06-28,Repo 510,1,1,2,1,,,,1,Commit 23773,after,False,True,navikt,0
User 11,True,2024-06-28,Repo 510,1,1,2,1,,,,1,Commit 23774,after,False,True,navikt,0
User 11,True,2024-06-28,Repo 510,1,0,1,1,1.0,1.0,1.0,1,Commit 23775,after,False,True,navikt,1
User 11,True,2024-06-28,Repo 510,8,1,9,1,1.0,1.0,1.0,1,Commit 23776,after,False,True,navikt,7
User 11,True,2024-06-30,Repo 510,3,1,4,1,,,,1,Commit 23777,after,False,True,navikt,2
User 11,True,2024-06-30,Repo 510,5,2,7,1,1.0,1.0,1.0,1,Commit 23778,after,False,True,navikt,3
User 11,True,2024-06-30,Repo 510,5,3,8,1,0.0,1.0,1.0,1,Commit 23779,after,False,True,navikt,2
User 11,True,2024-06-30,Repo 510,6,3,9,1,0.3333333333333333,1.0,1.0,1,Commit 23780,after,False,True,navikt,3
User 11,True,2024-06-30,Repo 510,3,1,4,1,0.0,1.0,1.0,1,Commit 23781,after,False,True,navikt,2
User 11,True,2024-06-30,Repo 510,2,2,4,1,1.0,0.0,0.0,1,Commit 23782,after,False,True,navikt,0
User 11,True,2024-06-30,Repo 510,8,5,13,1,0.0,1.0,1.0,1,Commit 23783,after,False,True,navikt,3
User 11,True,2024-06-30,Repo 510,3,6,9,1,,,,1,Commit 23784,after,False,True,navikt,-3
User 11,True,2024-06-30,Repo 510,6,8,14,2,,,,1,Commit 23785,after,False,True,navikt,-2
User 11,True,2024-06-30,Repo 510,19,11,30,5,1.0,1.0,1.0,1,Commit 23786,after,False,True,navikt,8
User 11,True,2024-07-01,Repo 510,11,1,12,2,1.0,0.0,1.0,1,Commit 23787,after,False,True,navikt,10
User 11,True,2024-07-01,Repo 510,22,7,29,4,0.0,0.0,0.0,1,Commit 23788,after,False,True,navikt,15
User 11,True,2024-07-01,Repo 510,10,7,17,4,,,,1,Commit 23789,after,False,True,navikt,3
User 11,True,2024-07-01,Repo 510,1,1,2,1,,,,1,Commit 23790,after,False,True,navikt,0
User 11,True,2024-07-01,Repo 510,16,7,23,4,1.0,1.0,1.0,1,Commit 23791,after,False,True,navikt,9
User 11,True,2024-07-01,Repo 510,4,4,8,1,1.0,1.0,1.0,1,Commit 23792,after,False,True,navikt,0
User 11,True,2024-07-01,Repo 510,34,25,59,4,0.0,0.0,0.0,1,Commit 23793,after,False,True,navikt,9
User 11,True,2024-07-01,Repo 510,19,32,51,6,0.0,0.0,0.0,1,Commit 23794,after,False,True,navikt,-13
User 11,True,2024-07-01,Repo 510,7,7,14,4,,,,1,Commit 23795,after,False,True,navikt,0
User 11,True,2024-07-01,Repo 510,3,3,6,2,,,,1,Commit 23796,after,False,True,navikt,0
User 11,True,2024-07-01,Repo 510,9,6,15,2,1.0,1.0,1.0,1,Commit 23797,after,False,True,navikt,3
User 11,True,2024-07-01,Repo 510,1,1,2,1,,,,1,Commit 23798,after,False,True,navikt,0
User 11,True,2024-07-01,Repo 510,9,7,16,2,,,,1,Commit 23799,after,False,True,navikt,2
User 11,True,2024-07-01,Repo 510,13,5,18,2,0.0,0.0,0.0,1,Commit 23800,after,False,True,navikt,8
User 11,True,2024-07-01,Repo 510,1,1,2,1,,,,1,Commit 23801,after,False,True,navikt,0
User 11,True,2024-07-01,Repo 510,2,3,5,1,,,,1,Commit 23802,after,False,True,navikt,-1
User 11,True,2024-07-01,Repo 510,1,1,2,1,,,,1,Commit 23803,after,False,True,navikt,0
User 11,True,2024-07-01,Repo 510,14,3,17,3,1.0,1.0,1.0,1,Commit 23804,after,False,True,navikt,11
User 11,True,2024-07-01,Repo 510,3,4,7,2,0.0,0.0,0.0,1,Commit 23805,after,False,True,navikt,-1
User 11,True,2024-07-01,Repo 510,10,7,17,3,,,,1,Commit 23806,after,False,True,navikt,3
User 11,True,2024-07-01,Repo 510,2,2,4,1,,,,1,Commit 23807,after,False,True,navikt,0
User 11,True,2024-07-01,Repo 510,5,8,13,2,,,,1,Commit 23808,after,False,True,navikt,-3
User 11,True,2024-07-01,Repo 510,3,4,7,2,,,,1,Commit 23809,after,False,True,navikt,-1
User 11,True,2024-07-02,Repo 510,14,12,26,3,1.0,0.0,0.0,1,Commit 23810,after,False,True,navikt,2
User 11,True,2024-07-02,Repo 510,2,1,3,1,,,,1,Commit 23811,after,False,True,navikt,1
User 11,True,2024-07-02,Repo 510,11,4,15,2,1.0,1.0,1.0,1,Commit 23812,after,False,True,navikt,7
User 11,True,2024-07-02,Repo 510,8,3,11,2,,,,1,Commit 23813,after,False,True,navikt,5
User 11,True,2024-07-02,Repo 510,8,4,12,2,0.0,1.0,1.0,1,Commit 23814,after,False,True,navikt,4
User 11,True,2024-07-02,Repo 510,1,3,4,1,,,,1,Commit 23815,after,False,True,navikt,-2
User 11,True,2024-07-02,Repo 510,2,2,4,1,,,,1,Commit 23816,after,False,True,navikt,0
User 11,True,2024-07-02,Repo 510,11,15,26,4,,,,1,Commit 23817,after,False,True,navikt,-4
User 11,True,2024-07-02,Repo 510,1,2,3,1,,,,1,Commit 23818,after,False,True,navikt,-1
User 11,True,2024-07-02,Repo 510,1,3,4,1,1.0,0.0,0.0,1,Commit 23819,after,False,True,navikt,-2
User 11,True,2024-07-02,Repo 510,9,9,18,1,0.0666666666666666,0.0,0.0,1,Commit 23820,after,False,True,navikt,0
User 11,True,2024-07-02,Repo 510,24,40,64,2,0.7741935483870968,0.0,0.0,1,Commit 23821,after,False,True,navikt,-16
User 11,True,2024-07-02,Repo 510,26,25,51,1,1.0,0.0,0.0,1,Commit 23822,after,False,True,navikt,1
User 11,True,2024-07-02,Repo 510,7,4,11,2,,,,1,Commit 23823,after,False,True,navikt,3
User 11,True,2024-07-02,Repo 510,2,1,3,1,,,,1,Commit 23824,after,False,True,navikt,1
User 11,True,2024-07-02,Repo 510,17,2,19,1,1.0,1.0,1.0,1,Commit 23825,after,False,True,navikt,15
User 11,True,2024-07-02,Repo 510,1,0,1,1,,,,1,Commit 23826,after,False,True,navikt,1
User 11,True,2024-07-02,Repo 510,2,2,4,1,,,,1,Commit 23827,after,False,True,navikt,0
User 11,True,2024-07-02,Repo 510,5,5,10,1,,,,1,Commit 23828,after,False,True,navikt,0
User 11,True,2024-07-02,Repo 510,9,10,19,1,,,,1,Commit 23829,after,False,True,navikt,-1
User 11,True,2024-07-02,Repo 510,8,8,16,1,,,,1,Commit 23830,after,False,True,navikt,0
User 11,True,2024-07-03,Repo 510,17,13,30,1,0.0,0.0,0.0,1,Commit 23831,after,False,True,navikt,4
User 11,True,2024-07-03,Repo 510,55,24,79,1,0.0,1.0,1.0,1,Commit 23832,after,False,True,navikt,31
User 11,True,2024-07-03,Repo 510,21,8,29,1,1.0,1.0,1.0,1,Commit 23833,after,False,True,navikt,13
User 11,True,2024-07-03,Repo 510,1,1,2,1,,,,1,Commit 23834,after,False,True,navikt,0
User 11,True,2024-07-03,Repo 510,1,3,4,1,,,,1,Commit 23835,after,False,True,navikt,-2
User 11,True,2024-07-03,Repo 510,1,0,1,1,,,,1,Commit 23836,after,False,True,navikt,1
User 11,True,2024-07-03,Repo 510,6,5,11,1,0.0,1.0,1.0,1,Commit 23837,after,False,True,navikt,1
User 11,True,2024-07-04,Repo 510,43,75,118,2,0.7307692307692307,0.0,0.0,1,Commit 23838,after,False,True,navikt,-32
User 11,True,2024-07-04,Repo 510,2,2,4,1,0.0,0.0,0.0,1,Commit 23839,after,False,True,navikt,0
User 11,True,2024-07-04,Repo 510,4,2,6,1,,,,1,Commit 23840,after,False,True,navikt,2
User 11,True,2024-07-04,Repo 510,12,8,20,1,1.0,1.0,1.0,1,Commit 23841,after,False,True,navikt,4
User 11,True,2024-07-04,Repo 510,1,3,4,1,0.0,0.0,0.0,1,Commit 23842,after,False,True,navikt,-2
User 11,True,2024-07-04,Repo 510,9,9,18,1,0.0,0.0,0.0,1,Commit 23843,after,False,True,navikt,0
User 11,True,2024-07-04,Repo 510,5,5,10,1,,,,1,Commit 23844,after,False,True,navikt,0
User 11,True,2024-07-04,Repo 510,40,4,44,6,1.0,1.0,1.0,1,Commit 23845,after,False,True,navikt,36
User 11,True,2024-07-04,Repo 510,1,1,2,1,,,,1,Commit 23846,after,False,True,navikt,0
User 11,True,2024-07-04,Repo 510,3,2,5,1,,,,1,Commit 23847,after,False,True,navikt,1
User 11,True,2024-07-04,Repo 510,4,2,6,2,,,,1,Commit 23848,after,False,True,navikt,2
User 11,True,2024-07-04,Repo 510,1,0,1,1,1.0,1.0,1.0,1,Commit 23849,after,False,True,navikt,1
User 11,True,2024-07-04,Repo 510,1,2,3,1,0.0,0.0,0.0,1,Commit 23850,after,False,True,navikt,-1
User 11,True,2024-07-04,Repo 510,3,6,9,2,,,,1,Commit 23851,after,False,True,navikt,-3
User 11,True,2024-07-04,Repo 510,1,1,2,1,,,,1,Commit 23852,after,False,True,navikt,0
User 11,True,2024-07-04,Repo 510,1,1,2,1,,,,1,Commit 23853,after,False,True,navikt,0
User 11,True,2024-07-04,Repo 510,1,7,8,2,,,,1,Commit 23854,after,False,True,navikt,-6
User 11,True,2024-07-04,Repo 510,2,2,4,1,,,,1,Commit 23855,after,False,True,navikt,0
User 11,True,2024-07-04,Repo 510,3,3,6,1,,,,1,Commit 23856,after,False,True,navikt,0
User 11,True,2024-07-04,Repo 510,4,6,10,3,1.0,1.0,1.0,1,Commit 23857,after,False,True,navikt,-2
User 11,True,2024-07-04,Repo 510,10,2,12,1,1.0,1.0,1.0,1,Commit 23858,after,False,True,navikt,8
User 11,True,2024-07-04,Repo 510,7,4,11,1,1.0,1.0,1.0,1,Commit 23859,after,False,True,navikt,3
User 11,True,2024-07-04,Repo 510,2,1,3,1,,,,1,Commit 23860,after,False,True,navikt,1
User 11,True,2024-07-04,Repo 510,2,1,3,1,,,,1,Commit 23861,after,False,True,navikt,1
User 11,True,2024-07-04,Repo 510,18,6,24,2,1.0,1.0,1.0,1,Commit 23862,after,False,True,navikt,12
User 11,True,2024-07-04,Repo 510,3,1,4,2,,,,1,Commit 23863,after,False,True,navikt,2
User 11,True,2024-07-04,Repo 510,10,6,16,1,0.0,1.0,1.0,1,Commit 23864,after,False,True,navikt,4
User 11,True,2024-07-04,Repo 510,1,0,1,1,0.0,1.0,1.0,1,Commit 23865,after,False,True,navikt,1
User 11,True,2024-07-04,Repo 510,8,3,11,3,,,,1,Commit 23866,after,False,True,navikt,5
User 11,True,2024-07-04,Repo 510,1,2,3,1,,,,1,Commit 23867,after,False,True,navikt,-1
User 11,True,2024-07-04,Repo 510,2,0,2,1,0.0,1.0,1.0,1,Commit 23868,after,False,True,navikt,2
User 11,True,2024-07-04,Repo 510,26,18,44,1,0.0,1.0,1.0,1,Commit 23869,after,False,True,navikt,8
User 11,True,2024-07-04,Repo 510,4,4,8,1,,,,1,Commit 23870,after,False,True,navikt,0
User 11,True,2024-07-04,Repo 510,6,5,11,1,0.0,1.0,1.0,1,Commit 23871,after,False,True,navikt,1
User 11,True,2024-07-04,Repo 510,95,1,96,1,0.9,0.0,0.0,1,Commit 23872,after,False,True,navikt,94
User 11,True,2024-07-04,Repo 510,1,1,2,1,,,,1,Commit 23873,after,False,True,navikt,0
User 11,True,2024-07-04,Repo 510,110,35,145,6,,,,1,Commit 23874,after,False,True,navikt,75
User 11,True,2024-07-05,Repo 510,5,5,10,1,,,,1,Commit 23875,after,False,True,navikt,0
User 11,True,2024-07-05,Repo 510,5,5,10,1,,,,1,Commit 23876,after,False,True,navikt,0
User 11,True,2024-07-05,Repo 510,7,6,13,2,,,,1,Commit 23877,after,False,True,navikt,1
User 11,True,2024-07-05,Repo 510,6,2,8,2,1.0,1.0,1.0,1,Commit 23878,after,False,True,navikt,4
User 11,True,2024-07-05,Repo 510,5,2,7,1,,,,1,Commit 23879,after,False,True,navikt,3
User 11,True,2024-07-05,Repo 510,149,143,292,3,0.2575757575757575,1.0,1.0,1,Commit 23880,after,False,True,navikt,6
User 11,True,2024-07-05,Repo 510,36,55,91,2,0.5333333333333333,0.0,0.0,1,Commit 23881,after,False,True,navikt,-19
User 11,True,2024-07-05,Repo 510,20,34,54,2,,,,1,Commit 23882,after,False,True,navikt,-14
User 11,True,2024-07-05,Repo 510,26,4,30,2,,,,1,Commit 23883,after,False,True,navikt,22
User 11,True,2024-07-05,Repo 510,1,1,2,1,,,,1,Commit 23884,after,False,True,navikt,0
User 11,True,2024-07-05,Repo 510,1,1,2,1,,,,1,Commit 23885,after,False,True,navikt,0
User 11,True,2024-07-05,Repo 510,1,1,2,1,,,,1,Commit 23886,after,False,True,navikt,0
User 11,True,2024-07-05,Repo 510,2,1,3,1,,,,1,Commit 23887,after,False,True,navikt,1
User 11,True,2024-07-05,Repo 510,1,1,2,1,,,,1,Commit 23888,after,False,True,navikt,0
User 11,True,2024-07-05,Repo 510,0,22,22,2,1.0,0.0,0.0,1,Commit 23889,after,False,True,navikt,-22
User 11,True,2024-07-05,Repo 510,5,10,15,3,0.0,0.0,0.0,1,Commit 23890,after,False,True,navikt,-5
User 11,True,2024-07-05,Repo 510,2,2,4,2,,,,1,Commit 23891,after,False,True,navikt,0
User 11,True,2024-07-05,Repo 510,2,3,5,1,1.0,0.0,0.0,1,Commit 23892,after,False,True,navikt,-1
User 11,True,2024-07-05,Repo 510,12,20,32,6,,,,1,Commit 23893,after,False,True,navikt,-8
User 11,True,2024-07-05,Repo 510,2,0,2,1,,,,1,Commit 23894,after,False,True,navikt,2
User 11,True,2024-07-05,Repo 510,14,8,22,4,1.0,1.0,1.0,1,Commit 23895,after,False,True,navikt,6
User 11,True,2024-07-06,Repo 510,36,23,59,3,1.0,1.0,1.0,1,Commit 23896,after,False,True,navikt,13
User 11,True,2024-07-06,Repo 510,14,6,20,4,1.0,1.0,1.0,1,Commit 23897,after,False,True,navikt,8
User 11,True,2024-07-06,Repo 510,1,1,2,1,,,,1,Commit 23898,after,False,True,navikt,0
User 11,True,2024-07-06,Repo 510,4,1,5,1,1.0,1.0,1.0,1,Commit 23899,after,False,True,navikt,3
User 11,True,2024-07-06,Repo 510,16,8,24,4,1.0,1.0,1.0,1,Commit 23900,after,False,True,navikt,8
User 11,True,2024-07-06,Repo 510,4,2,6,1,,,,1,Commit 23901,after,False,True,navikt,2
User 11,True,2024-07-06,Repo 510,2,4,6,1,,,,1,Commit 23902,after,False,True,navikt,-2
User 11,True,2024-07-06,Repo 510,2,2,4,1,,,,1,Commit 23903,after,False,True,navikt,0
User 11,True,2024-07-06,Repo 510,1,1,2,1,,,,1,Commit 23904,after,False,True,navikt,0
User 11,True,2024-07-06,Repo 510,1,6,7,1,0.0,0.0,0.0,1,Commit 23905,after,False,True,navikt,-5
User 11,True,2024-07-06,Repo 510,1,1,2,1,,,,1,Commit 23906,after,False,True,navikt,0
User 11,True,2024-07-06,Repo 510,7,3,10,2,1.0,1.0,1.0,1,Commit 23907,after,False,True,navikt,4
User 11,True,2024-07-06,Repo 510,9,8,17,1,1.0,1.0,1.0,1,Commit 23908,after,False,True,navikt,1
User 11,True,2024-07-06,Repo 510,4,1,5,1,1.0,1.0,1.0,1,Commit 23909,after,False,True,navikt,3
User 11,True,2024-07-06,Repo 510,3,3,6,2,1.0,1.0,1.0,1,Commit 23910,after,False,True,navikt,0
User 11,True,2024-07-06,Repo 510,35,26,61,4,0.0,0.0,0.0,1,Commit 23911,after,False,True,navikt,9
User 11,True,2024-07-06,Repo 510,22,24,46,6,,,,1,Commit 23912,after,False,True,navikt,-2
